Anio;Nivel;rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;prom_lect2m_rbd;prom_mate2m_rbd;palu_eda_insuficiente_lect2m_rbd;palu_eda_insuficiente_mate2m_rbd;total_profesores;total_hh;total_prioritarios;total_beneficiarios;total_matriculados;promedio_asistencia;latitud;longitud;pago_mensual
2022;2m;11397;2;COLEGIO ADVENTISTA;8;DEL BIOBÍO;81;CONCEPCI;8106;LOTA;3;2;3;1;250;287;42,1;22;0;0;209;0;0;88,80662983;-33,049389;-71,43899;$25.001 A $50.000
2022;2m;11400;6;LICEO TRAPAQUEANTE;8;DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;2;1;1;1;231;218;64,9;74;38;1549;36;34;386;90,44628099;-38,343781;-73,494942;GRATUITO
2022;2m;11430;8;COLEGIO TERESIANO PADRE ENRIQUE;8;DEL BIOBÍO;83;BIOBÍO;8306;NACIMIENTO;3;2;3;1;259;273;41,5;36,6;72;2686;515;515;1215;88,88342697;-37,497898;-72,682167;GRATUITO
2022;2m;11706;4;LICEO PARTICULAR LOS ANDES;8;DEL BIOBÍO;81;CONCEPCI;8108;SAN PEDRO DE LA;3;2;2;1;246;229;60,5;65,8;56;1759;78;74;643;92,34431138;-36,837341;-73,137589;GRATUITO
2022;2m;11709;9;COLEGIO ALERCE;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;3;2;2;1;263;307;33,3;26,1;30;920;51;51;362;94,09333333;-36,824471;-73,070831;GRATUITO
2022;2m;11712;9;ESCUELA PARTICULAR GASPAR CABRALES;8;DEL BIOBÍO;82;ARAUCO;8206;LOS ÁLAMOS;3;2;3;2;251;258;52,2;48,5;53;2127;265;265;1156;89,60557769;-37,625648;-73,465797;GRATUITO
2022;2m;11716;1;COLEGIO MARÍA INMACULADA DE LOS ÁNGELES;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;2;1;253;237;50;63,6;42;1445;52;52;336;93,16243655;-37,484169;-72,349167;GRATUITO
2022;2m;12004;9;LICEO POLITECNICO CURANILAHUE;8;DEL BIOBÍO;82;ARAUCO;8205;CURANILAHUE;3;2;1;1;210;202;76,5;87,5;25;896;31;31;238;93,47619048;-37,47794;-73,359261;GRATUITO
2022;2m;12005;7;COLEGIO DON ORIONE;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;1;1;204;222;80,5;79;65;2405;336;336;1322;87,10606061;-32,78648;-71,533737;GRATUITO
2022;2m;12015;4;COLEGIO CONCEPCION;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;4;3;5;1;273;292;25,5;22,9;54;1924;107;0;972;90,74857143;-36,857386;-73,04931;MAS DE $100.000
2022;2m;12024;3;THE WESSEX SCHOOL;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;4;3;5;1;289;320;11,4;8,1;75;2931;67;0;950;90,63953488;-36,78634;-73,01875;MAS DE $100.000
2022;2m;12025;1;COLEGIO ITAHUE DE CHIGUAYANTE;8;DEL BIOBÍO;81;CONCEPCI;8103;CHIGUAYANTE;4;3;5;1;287;348;8,3;0;39;1424;9;0;332;91,15;-36,876333;-73,03325;MAS DE $100.000
2022;2m;12031;6;COLEGIO SAN DIEGO DE ALCALÁ;8;DEL BIOBÍO;83;BIOBÍO;8312;TUCAPEL;3;2;3;1;272;261;25;41,9;37;1447;209;209;619;88,78333333;-37,244202;-71,944183;GRATUITO
2022;2m;12033;2;LICEO INDUSTRIAL METODISTA DE CORONEL;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;3;2;2;1;208;211;82,7;84,3;61;2243;178;178;895;90,78164925;-36,991669;-73,168007;GRATUITO
2022;2m;12036;7;COLEGIO PINARES;8;DEL BIOBÍO;81;CONCEPCI;8103;CHIGUAYANTE;4;3;5;1;333;390;0;0;24;990;4;0;270;91,99502488;-36,8886;-73,03553;MAS DE $100.000
2022;2m;12037;5;LICEO POLIVALENTE HERMANAS MAESTRAS DE LA SANTA CRUZ;8;DEL BIOBÍO;83;BIOBÍO;8304;LAJA;3;2;3;1;225;244;72,1;53,5;60;2402;219;219;712;87,72374429;-37,286701;-72,702843;GRATUITO
2022;2m;12059;6;COLEGIO AGRÍCOLA LOS MAYOS;8;DEL BIOBÍO;83;BIOBÍO;8311;SANTA BÁRBARA;3;2;1;2;207;203;84,6;86,2;23;898;2;2;177;92,45454545;-37,67458;-71,934181;GRATUITO
2022;2m;12062;6;LICEO MAURICIO HOCHSCHILD;8;DEL BIOBÍO;81;CONCEPCI;8108;SAN PEDRO DE LA;3;2;2;1;221;232;73,5;65,6;76;3094;253;253;965;86,4525627;-36,843578;-73,112289;GRATUITO
2022;2m;12063;4;THE THOMAS JEFFERSON SCHOOL;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;4;3;5;1;285;335;20,5;4,8;71;2743;38;0;1020;92,18978102;-36,785557;-73,06083;MAS DE $100.000
2022;2m;12767;1;COLEGIO INGLÉS THE SOWER SCHOOL;8;DEL BIOBÍO;83;BIOBÍO;8313;YUMBEL;3;2;2;1;215;213;87,5;79,2;25;1024;102;102;442;99,26470588;-37,107262;-72,563133;SIN INFORMACION
2022;2m;16793;2;LICEO TECNICO PROFESIONAL LA ARAUCANA;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;3;2;2;1;221;228;72,4;73,3;26;850;111;0;407;84,20300752;-36,80378;-73,029922;SIN INFORMACION
2022;2m;17600;1;COLEGIO SAN GABRIEL ARCANGEL;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;4;1;253;263;45,7;43,2;140;5345;920;0;2450;86,41805556;-37,442551;-72,338333;$25.001 A $50.000
2022;2m;17605;2;COLEGIO INGLÉS WOODLAND;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;4;1;262;318;36,4;10,8;59;2374;420;420;1140;86,0494012;-37,458271;-72,339256;GRATUITO
2022;2m;17606;0;COLEGIO CONCEPCION SAN PEDRO;8;DEL BIOBÍO;81;CONCEPCI;8108;SAN PEDRO DE LA;4;3;5;1;280;306;25,3;17,9;61;2178;121;0;1193;90,64914773;-36,843403;-73,10821;MAS DE $100.000
2022;2m;17607;9;COLEGIO INGLÉS BRITISH ROYAL SCHOOL;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;3;2;4;1;272;303;29,7;21,1;82;2249;248;0;891;90,40384615;-36,799751;-73,06218;MAS DE $100.000
2022;2m;17634;6;COLEGIO DE LA SANTISIMA TRINIDAD;8;DEL BIOBÍO;81;CONCEPCI;8108;SAN PEDRO DE LA;4;3;5;1;299;325;22,7;9,5;42;1489;14;0;394;90,78017241;-36,855115;-73,09815;MAS DE $100.000
2022;2m;17635;4;COL. TECNICO PROFESIONAL LOS ACACIOS;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;3;2;2;1;254;302;46,4;22,6;84;2995;545;545;1601;89,70952381;-36,810921;-73,045036;GRATUITO
2022;2m;17643;5;LICEO AGRICOLA DE NEGRETE;8;DEL BIOBÍO;83;BIOBÍO;8307;NEGRETE;3;2;1;2;237;219;;;12;438;7;7;83;75,91954023;-37,590382;-72,527061;GRATUITO
2022;2m;17652;4;COLEGIO RAIQUEN;8;DEL BIOBÍO;83;BIOBÍO;8313;YUMBEL;3;2;3;1;233;265;62,8;41,9;36;1392;231;231;614;97,01408451;-37,098221;-72,558601;GRATUITO
2022;2m;17657;5;INSTITUTO DE HUMANIDADES ANTONIO MORENO CASAMITJANA;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;3;2;3;1;261;275;40;36,8;68;2529;498;498;1228;84,89444444;-36,981739;-73,167648;GRATUITO
2022;2m;17658;3;COLEGIO EINSTEIN;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;4;3;5;1;218;233;76,9;71,4;12;342;12;0;79;89,5;-36,828449;-73,05529;MAS DE $100.000
2022;2m;17660;5;SCUOLA ITALIANA DI CONCEPCION;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;3;2;4;1;299;282;8,3;29,2;30;1091;76;0;421;88,48760331;-36,941959;-73,152328;MAS DE $100.000
2022;2m;17687;7;COLEGIO TERESIANO LOS ANGELES;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;4;1;266;271;32,4;42;62;2299;421;421;1161;79,31314623;-37,452061;-72,36956;GRATUITO
2022;2m;17703;2;COLEGIO ESPIRITU SANTO;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;3;2;3;1;238;251;58,7;60;71;2643;370;0;1090;90,56521739;-33,609211;-71,597122;$10.001 A $25.000
2022;2m;17708;3;COLEGIO SAN CRISTOBAL;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;3;2;4;1;276;296;20,8;13;0;0;159;159;0;95,27235772;-34,1723178;-70,7431474;SIN INFORMACION
2022;2m;17719;9;COLEGIO PARTICULAR CONTINENTAL;8;DEL BIOBÍO;82;ARAUCO;8205;CURANILAHUE;3;2;3;1;285;364;25;3,1;35;1209;237;237;566;94,37804878;-37,473808;-73,343697;GRATUITO
2022;2m;17728;8;COLEGIO EL BOSQUE;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;3;2;4;1;268;260;16,7;40;37;1384;159;0;417;88,31034483;-37,245651;-73,321083;$50.001 A $100.000
2022;2m;17736;9;COLEGIO SAN IGNACIO;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;2;1;230;237;70;69,6;61;2218;289;0;815;88,39914163;-33,032051;-71,530472;$50.001 A $100.000
2022;2m;17746;6;COLEGIO OLIMPIA GUZMAN BELLO;8;DEL BIOBÍO;81;CONCEPCI;8103;CHIGUAYANTE;3;2;2;1;196;242;;;19;613;33;33;141;91,06862745;-36,9356;-73,022202;GRATUITO
2022;2m;17750;4;COLEGIO SALESIANO DE CONCEPCION;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;3;2;3;1;224;249;60,7;54,9;105;4143;755;755;1917;87,44093567;-36,81905;-73,034409;GRATUITO
2022;2m;17765;2;COLEGIO MADRE PAULINA;8;DEL BIOBÍO;81;CONCEPCI;8103;CHIGUAYANTE;3;2;3;1;240;248;59,2;51,5;74;3056;471;471;1068;86,15797788;-36,93927;-73,010696;GRATUITO
2022;2m;17772;5;LICEO POLITECNICO CANETE;8;DEL BIOBÍO;82;ARAUCO;8203;CAÑETE;3;2;1;1;225;223;68,3;74;44;1691;41;41;611;92,36792453;-37,799992;-73,390228;GRATUITO
2022;2m;17778;4;COLEGIO SAN JUAN DE DIOS;8;DEL BIOBÍO;83;BIOBÍO;8306;NACIMIENTO;3;2;2;1;250;249;51,6;56,7;0;0;288;288;0;90,30343797; ; ;SIN INFORMACION
2022;2m;17779;2;COLEGIO PACIFIC SCHOOL;8;DEL BIOBÍO;81;CONCEPCI;8103;CHIGUAYANTE;3;2;3;1;250;284;54,3;28,1;49;1613;296;0;792;94,47070313;-36,911518;-73,029083;$25.001 A $50.000
2022;2m;17782;2;LICEO RIOS DE CHILE;8;DEL BIOBÍO;81;CONCEPCI;8107;PENCO;2;1;1;1;217;214;82,9;82,2;47;1900;60;60;404;91,82758621;-36,708839;-72,974792;GRATUITO
2022;2m;17788;1;COLEGIO AMANECER;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;3;2;3;1;250;256;48,7;50,6;0;0;349;0;0;95,37117904;-35,59145862;-71,73202622;$25.001 A $50.000
2022;2m;17790;3;LICEO BICENTENARIO DE EXCELENCIA NUEVO MUNDO;8;DEL BIOBÍO;83;BIOBÍO;8305;MULCHÉN;2;1;1;1;234;242;66,7;67,2;50;2022;84;84;486;91,26409496;-37,711979;-72,240471;GRATUITO
2022;2m;17812;8;COLEGIO CONCEPCION CHIGUAYANTE;8;DEL BIOBÍO;81;CONCEPCI;8103;CHIGUAYANTE;3;2;4;1;279;306;28,6;15,9;58;2069;356;0;1199;89,81460674;-36,902611;-73,028137;MAS DE $100.000
2022;2m;17817;9;COLEGIO PARTICULAR FRANCYS;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;3;2;2;1;230;221;74,2;75,9;32;1022;150;150;402;86,80442804;-37,169991;-73,19088;GRATUITO
2022;2m;17818;7;LICEO TECNICO PROFESIONAL DE LA MADERA;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;3;2;1;1;227;227;67;74,7;51;1901;129;129;581;86,25;-36,976391;-73,163948;GRATUITO
2022;2m;17833;0;COLEGIO ETCHEGOYEN TALCAHUANO;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;3;2;4;1;252;263;43,5;45,8;119;4443;796;0;2272;86,99201278;-36,715199;-73,112396;$50.001 A $100.000
2022;2m;17843;8;COLEGIO AURORA DE CHILE CHIGUAYANTE;8;DEL BIOBÍO;81;CONCEPCI;8103;CHIGUAYANTE;3;2;3;1;254;237;43,5;63,1;40;1350;249;0;647;88,3659306;-36,92593;-73,025383;$25.001 A $50.000
2022;2m;17850;0;COLEGIO BICENTENARIO PADRE MANUEL D`ALZON;8;DEL BIOBÍO;81;CONCEPCI;8106;LOTA;3;2;3;1;237;240;61,7;63,6;95;3881;551;547;1663;92,30787037;-37,09185;-73,164345;GRATUITO
2022;2m;17854;3;COLEGIO VILLA NONGUEN;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;3;2;2;1;265;279;40,6;34,4;34;1329;144;144;463;87,35611511;-36,831032;-73,007103;GRATUITO
2022;2m;17855;1;COLEGIO INMACULADA CONCEPCION;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;3;2;4;1;278;295;27,9;30,6;76;3017;522;0;1356;91,48259861;-34,580379;-70,98896;$25.001 A $50.000
2022;2m;17857;8;LICEO OBISPO SAN MIGUEL;8;DEL BIOBÍO;81;CONCEPCI;8103;CHIGUAYANTE;3;2;3;1;252;259;41,1;52,9;19;667;134;0;360;91,27423823;-36,90461;-73,031609;$25.001 A $50.000
2022;2m;17858;6;COLEGIO MIXTO INMACULADA CONCEPCION;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;3;2;4;1;254;258;44,8;47,5;71;2864;285;0;851;86,144;-36,715389;-73,113808;$50.001 A $100.000
2022;2m;17859;4;COLEGIO ALMONDALE;8;DEL BIOBÍO;81;CONCEPCI;8108;SAN PEDRO DE LA;3;2;5;1;266;313;34,1;18,3;75;3047;272;0;1495;89,22916667;-36,83419;-73,103149;MAS DE $100.000
2022;2m;17860;8;COLEGIO SAN LUIS;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;3;2;2;1;224;225;70;76,3;0;0;76;76;0;78;-34,16882087;-70,70574399;GRATUITO
2022;2m;17876;4;AMERICAN JUNIOR COLLEGE;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;3;2;3;1;248;255;50;50,8;49;1835;292;0;853;83,72048611;-36,979118;-73,165039;$50.001 A $100.000
2022;2m;17877;2;COLEGIO PADRE ALBERTO HURTADO LOS ANGELES;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;4;1;270;285;35,9;29,3;67;2463;443;0;1218;84,2294854;-37,462841;-72,311523;$25.001 A $50.000
2022;2m;17885;3;CENTRO EDUCACIONAL BICENTENARIO ALTOS DE TOMÉ;8;DEL BIOBÍO;81;CONCEPCI;8111;TOMÉ;2;1;2;1;212;232;75,9;67,2;77;3089;243;243;880;93,90026596;-36,60215;-72,958054;GRATUITO
2022;2m;17900;0;COLEGIO METODISTA CONCEPCION;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;3;2;4;1;277;303;22,2;20;38;1182;142;0;409;90,38842975;-36,823059;-73,050194;$50.001 A $100.000
2022;2m;17912;4;COLEGIO CREACIÓN CONCEPCIÓN;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;3;2;4;1;257;267;42,1;48,9;51;1821;416;0;1084;88,7152;-36,82172;-73,01931;$50.001 A $100.000
2022;2m;17915;9;COLEGIO POLIVALENTE DOMINGO PARRA CORVALAN;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;3;2;2;1;234;210;57,4;86,8;75;2928;198;198;1091;84,72122762;-36,987011;-73,152603;GRATUITO
2022;2m;17918;3;COLEGIO SAINT GEORGE SCHOOL;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;3;1;253;256;46,1;45,3;52;2085;464;464;1226;88,83237822;-37,457561;-72,334183;GRATUITO
2022;2m;18004;1;LICEO BICENTENARIO TÉCNICO PROFESIONAL ALONSO DE ERCILLA;8;DEL BIOBÍO;82;ARAUCO;8203;CAÑETE;2;1;1;1;210;217;75,6;81,3;0;0;0;0;0;0;;;SIN INFORMACION
2022;2m;18007;6;COLEGIO CARMELA ROMERO DE ESPINOSA;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;4;3;4;1;258;259;40,3;45,3;50;1663;264;0;954;87,73090278;-36,82831754;-73,05739906;MAS DE $100.000
2022;2m;18034;3;COLEGIO SOUTHERN COLLEGE;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;3;1;227;248;66,7;60;63;2692;435;0;1080;86,4224;-37,469879;-72,371422;$25.001 A $50.000
2022;2m;18037;8;LICEO RALCO;8;DEL BIOBÍO;83;BIOBÍO;8314;ALTO BIOBÍO;2;1;1;2;193;189;93,3;94,1;19;765;6;6;180;81,37323944;-37,87896;-71,640213;GRATUITO
2022;2m;18049;1;COLEGIO ADVENTISTA DE CONCEPCION;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;3;2;4;1;259;275;48,7;30,9;48;1837;309;0;776;89,35752688;-36,8279;-73,056229;$50.001 A $100.000
2022;2m;18050;5;COLEGIO LA FUENTE;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;4;1;272;282;25;25;29;1063;121;121;435;98,99588477;-37,43869;-72,320717;GRATUITO
2022;2m;18055;6;COLEGIO MOZART SCHULE;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;4;3;5;1;273;269;23,1;33,3;32;1113;31;0;244;91,00729927;-36,833101;-73,03599;MAS DE $100.000
2022;2m;18066;1;COLEGIO AURORA DE CHILE SUR;8;DEL BIOBÍO;81;CONCEPCI;8103;CHIGUAYANTE;3;2;2;1;236;241;61,7;59,7;41;1627;182;0;639;89,2;-36,932941;-73,02166;$25.001 A $50.000
2022;2m;18075;0;COLEGIO JAHVE NISI;8;DEL BIOBÍO;81;CONCEPCI;8109;SANTA JUANA;3;2;1;1;238;227;52,6;66,7;29;1102;54;54;264;86,75806452;-37,17305;-72,937569;GRATUITO
2022;2m;18080;7;LICEO POLITECNICO CARAMPANGUE;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;2;1;1;1;221;214;73,4;76,6;52;2035;94;94;402;84,13186813;-37,258339;-73,242523;GRATUITO
2022;2m;18090;4;COLEGIO SAN LORENZO;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;1;2;232;226;75;75;0;0;290;290;0;82,41339869;-33,56445883;-70,58437589;$10.001 A $25.000
2022;2m;18097;1;COLEGIO ALMONDALE LOMAS;8;DEL BIOBÍO;81;CONCEPCI;8101;CONCEPCIÓN;3;2;5;1;281;302;18,6;17;83;3162;292;0;1700;88,9625;-36,77544;-73,043999;MAS DE $100.000
2022;2m;18112;9;LICEO BICENTENARIO INES ENRIQUEZ FRODDEN;8;DEL BIOBÍO;81;CONCEPCI;8104;FLORIDA;6;4;1;1;237;233;57,9;65;44;1563;81;79;483;88,73051948;-36,823139;-72,653397;GRATUITO
2022;2m;18114;5;COLEGIO A-LAFKEN;8;DEL BIOBÍO;81;CONCEPCI;8107;PENCO;3;2;4;1;270;276;26,3;35;35;1245;138;135;479;97,00421941;-36,743118;-72,996758;GRATUITO
2022;2m;18126;9;COLEGIO PORVENIR SCHOOL;8;DEL BIOBÍO;81;CONCEPCI;8103;CHIGUAYANTE;3;2;1;1;234;223;;90,9;44;1640;77;73;526;85,73459716;-36,951279;-73,022293;GRATUITO
2022;2m;18128;5;COLEGIO SANTO TOMÁS;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;4;1;273;299;26,9;15,4;55;2214;263;0;825;85,9943074;-37,482262;-72,351646;$50.001 A $100.000
2022;2m;18172;2;COLEGIO AMANECER TALCAHUANO;8;DEL BIOBÍO;81;CONCEPCI;8110;TALCAHUANO;3;2;3;1;251;260;48,6;42,3;75;3034;476;0;1217;81,91125;-36,751678;-73,084457;$25.001 A $50.000
2022;2m;18181;1;INSTITUTO HUMANIDADES MONSEÑOR JOSE MANUEL SANTO ASCARZA;8;DEL BIOBÍO;81;CONCEPCI;8103;CHIGUAYANTE;3;2;3;1;241;272;52,5;37,5;63;2131;498;498;1209;84,37375178;-36,942719;-73,018173;GRATUITO
2022;2m;18218;4;COLEGIO NUEVOS HORIZONTES;8;DEL BIOBÍO;81;CONCEPCI;8108;SAN PEDRO DE LA;2;1;1;1;223;204;77,1;87,5;60;2503;53;53;610;85,16574586;-36,85067;-73,1455;GRATUITO
2022;2m;18237;0;COLEGIO AMANECER SAN CARLOS;8;DEL BIOBÍO;81;CONCEPCI;8108;SAN PEDRO DE LA;3;2;3;1;243;249;56,7;55,2;73;3026;361;0;1150;86,39524517;-36,888802;-73,142197;$50.001 A $100.000
2022;2m;18249;4;COLEGIO INSTITUTO CRISTIANO GRACIA Y PAZ;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;3;1;271;253;40;40;34;1362;127;127;429;81,36470588;-37,43956;-72,322884;GRATUITO
2022;2m;31085;9;COLEGIO EL ARRAYAN;8;DEL BIOBÍO;81;CONCEPCI;8108;SAN PEDRO DE LA;3;2;3;1;245;262;50,7;48,6;91;3688;520;520;1304;92,74698795;-33,319;-71,404167;GRATUITO
2022;2m;31103;2;LICEO BICENTENARIO DE CORONEL;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;2;1;3;1;281;291;22,7;33,3;29;1180;181;181;496;91,56213018;-36,985569;-73,158546;GRATUITO
2022;2m;31106;5;COLEGIO SAINT JOAN COLLEGE;8;DEL BIOBÍO;81;CONCEPCI;8109;SANTA JUANA;3;2;3;1;233;282;52,2;27,3;30;967;134;0;394;89,61666667;-37,179291;-72,941452;$10.001 A $25.000
2022;2m;31107;3;COLEGIO ESPERANZA;8;DEL BIOBÍO;83;BIOBÍO;8303;CABRERO;3;2;2;1;226;249;;50;23;701;62;62;218;93,80434783;-33,0327;-71,58551;GRATUITO
2022;2m;31110;3;COLEGIO FRATERNIDAD;8;DEL BIOBÍO;81;CONCEPCI;8108;SAN PEDRO DE LA;3;2;4;1;275;320;21,4;9,7;63;2242;294;0;1194;90,64394993;-36,88192;-73,145462;MAS DE $100.000
2022;2m;31130;5;COLEGIO PARTICULAR SUBVENCIONADO TIMONEL-CORONEL;8;DEL BIOBÍO;81;CONCEPCI;8102;CORONEL;3;2;3;1;244;276;43,5;30,4;30;928;121;121;368;91,2358804;-36,974018;-73,148598;GRATUITO
2022;2m;4160;2;LICEO COMERCIAL CAMILO HENRIQUEZ;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;3;2;1;1;234;241;57,3;61,8;94;3536;202;202;1381;92,54116059;-37,46563;-72,367432;GRATUITO
2022;2m;4162;9;LICEO COMERCIAL DIEGO PORTALES PALAZUELO;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;2;1;1;1;222;234;73,2;67,2;97;4073;367;367;1440;88,95673759;-37,471207;-72,351662;GRATUITO
2022;2m;4163;7;LICEO BICENTENARIO LOS ÁNGELES;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;2;1;3;1;241;251;54,6;53,4;90;3724;631;631;1566;88,82328482;-37,472881;-72,344063;GRATUITO
